ProteinKey	SaveDate	Author	ID	AC	DE	GN	OS
2563	04-Dec-02	wehi	Q93A19	Q93A19;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2591	04-Dec-02	wehi	Q93A20	Q93A20;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2589	04-Dec-02	wehi	Q93A21	Q93A21;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2569	04-Dec-02	wehi	Q93A22	Q93A22;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2567	04-Dec-02	wehi	Q93A23	Q93A23;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2571	04-Dec-02	wehi	Q93A24	Q93A24;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2689	05-Dec-02	wehi	Q93AG1	Q93AG1;	Outer membrane protein.	TOLC.	Erwinia chrysanthemi.
2683	05-Dec-02	wehi	Q93HS4	Q93HS4;	RtxC.	RTXC.	Bradyrhizobium elkanii.
2674	05-Dec-02	wehi	Q93HS5	Q93HS5;	RtxA.	RTXA.	Bradyrhizobium elkanii.
2831	05-Dec-02	wehi	Q948Q3	Q948Q3;	GH3-like protein 1.	PPGH3L1.	Physcomitrella patens (Moss).
2832	05-Dec-02	wehi	Q94KI6	Q94KI6;	Polygalacturonase (Fragment).	PPG1.	Pisum sativum (Garden pea).
2787	05-Dec-02	wehi	Q969A3	Q969A3;	Complement component C6.	AMPHIC6.	Branchiostoma belcheri (Amphoxius).
2788	05-Dec-02	wehi	Q969A4	Q969A4;	Complement component C3.	AMPHIC3.	Branchiostoma belcheri (Amphoxius).
2789	05-Dec-02	wehi	Q96EG2	Q96EG2;	Complement component 4A.		Homo sapiens (Human).
2790	05-Dec-02	wehi	Q96QN2	Q96QN2;	"Complement component 1, s subcomponent."		Homo sapiens (Human).
2821	05-Dec-02	wehi	Q96UP0	Q96UP0;	Pheromone ppg-1-like protein (Pheromone precursor).	PPG1.	Neurospora crassa.
2791	05-Dec-02	wehi	Q98977	Q98977;	Complement component C3-3 (Fragment).		Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri).
2792	05-Dec-02	wehi	Q98TK6	Q98TK6;	Complement component C8 beta (Fragment).	C8B.	Platichthys flesus (European flounder).
2793	05-Dec-02	wehi	Q98TN9	Q98TN9;	Complement component C3 (Fragment).	CO3.	Platichthys flesus (European flounder).
2794	05-Dec-02	wehi	Q98TS6	Q98TS6;	Complement component C3.	C3.	Anarhichas minor (Arctic spotted wolffish).
2795	05-Dec-02	wehi	Q99KI6	Q99KI6;	"Complement component 1, r subcomponent."	C1R.	Mus musculus (Mouse).
2649	05-Dec-02	wehi	Q99YX6	Q99YX6;	Putative hemolysin.	HLYA1 OR SPY1497.	Streptococcus pyogenes.
2839	05-Dec-02	wehi	Q9ADE8	Q9ADE8;	Polyphosphate glucokinase.	PPGK OR SCO5059 OR SCBAC20F6.02.	Streptomyces coelicolor.
2690	05-Dec-02	wehi	Q9AEG0	Q9AEG0;	TolC protein precursor.	TOLC.	Enterobacter aerogenes (Aerobacter aerogenes).
2838	05-Dec-02	wehi	Q9AGV8	Q9AGV8;	Polyphosphate glucokinase.	PPGK.	Corynebacterium ammoniagenes (Brevibacterium ammoniagenes).
2837	05-Dec-02	wehi	Q9ANT8	Q9ANT8;	Polyphosphate glucokinase-like protein (Fragment).	PPGK.	Brevibacterium flavum.
2833	05-Dec-02	wehi	Q9AVC3	Q9AVC3;	Putative alpha-glucosidase.	PPGLU.	Physcomitrella patens subsp. patens.
2830	05-Dec-02	wehi	Q9BKV6	Q9BKV6;	Proteophosphoglycan 3 (Fragment).	PPG3.	Leishmania major.
2825	05-Dec-02	wehi	Q9BKV7	Q9BKV7;	Ppg3.	PPG3.	Leishmania major.
2824	05-Dec-02	wehi	Q9BR08	Q9BR08;	"[DJ337O18.2.2 (Lysosomal protective protein (EC 3.4.16.5, cathepsin A,, carboxypeptidase C) (Isoform 2)).]"	PPGB.	Homo sapiens (Human).
2796	05-Dec-02	wehi	Q9BS25	Q9BS25;	"Complement component 4-binding protein, beta."		Homo sapiens (Human).
2797	05-Dec-02	wehi	Q9CSV8	Q9CSV8;	"[Complement component 1, q subcomponent binding protein, (Fragment).]"	C1QBP.	Mus musculus (Mouse).
2798	05-Dec-02	wehi	Q9CTX0	Q9CTX0;	"Complement component 1, r subcomponent (Fragment)."	C1R.	Mus musculus (Mouse).
2841	05-Dec-02	wehi	Q9D2D1	Q9D2D1;	Protective protein for beta-galactosidase.	PPGB.	Mus musculus (Mouse).
2799	05-Dec-02	wehi	Q9DCM6	Q9DCM6;	"Complement component 1, q subcomponent, alpha polypeptide."	C1QA.	Mus musculus (Mouse).
2800	05-Dec-02	wehi	Q9DDV9	Q9DDV9;	Complement component C3-4 (Fragment).		Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri).
2801	05-Dec-02	wehi	Q9DFF4	Q9DFF4;	Complement component 7 (Fragment).		Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri).
2802	05-Dec-02	wehi	Q9ERF0	Q9ERF0;	Complement component 7 (Fragment).		Rattus norvegicus (Rat).
2632	05-Dec-02	wehi	Q9F6Y3	Q9F6Y3;	HlyA.	HLYA.	Chloroflexus aurantiacus.
2803	05-Dec-02	wehi	Q9GKP1	Q9GKP1;	Complement component C3.	C3.	Sus scrofa (Pig).
2804	05-Dec-02	wehi	Q9GLE6	Q9GLE6;	Complement component C1s (Fragment).	C1S.	Sus scrofa (Pig).
2692	05-Dec-02	wehi	Q9JRH0	Q9JRH0;	"[Putative periplasmic type I secretion system protein (Putative outer, membrane protein).]"	NATC OR NMA1994 OR TOLC.	"[Neisseria meningitidis (serogroup A), and, Neisseria meningitidis.]"
2675	05-Dec-02	wehi	Q9KS12	Q9KS12;	RTX toxin RtxA.	VC1451.	Vibrio cholerae.
2646	05-Dec-02	wehi	Q9L5B9	Q9L5B9;	Listeriolysin O.	HLYA.	Listeria monocytogenes.
2572	04-Dec-02	wehi	Q9LAU3	Q9LAU3;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2577	04-Dec-02	wehi	Q9LAU4	Q9LAU4;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2592	04-Dec-02	wehi	Q9LAU5	Q9LAU5;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2565	04-Dec-02	wehi	Q9LAU6	Q9LAU6;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2587	04-Dec-02	wehi	Q9LAU7	Q9LAU7;	Defect in organelle trafficking protein (Fragment).	DOTA.	Legionella pneumophila.
2823	05-Dec-02	wehi	Q9P3Y6	Q9P3Y6;	Pheromone (Fragment).	PPG1.	Sordaria macrospora.
2822	05-Dec-02	wehi	Q9P3Y7	Q9P3Y7;	Pheromone precusor gene (Fragment).	PPG2.	Sordaria macrospora.
2648	05-Dec-02	wehi	Q9PQ54	Q9PQ54;	Hemolysin.	HLYA OR UU436.	Ureaplasma parvum (Ureaplasma urealyticum biotype 1).
2805	05-Dec-02	wehi	Q9PTY1	Q9PTY1;	Complement component C3.		Paralichthys olivaceus (Flounder).
2806	05-Dec-02	wehi	Q9PTY3	Q9PTY3;	Complement component C7.		Paralichthys olivaceus (Flounder).
2807	05-Dec-02	wehi	Q9PVW6	Q9PVW6;	Complement component C9.		Paralichthys olivaceus (Flounder).
2808	05-Dec-02	wehi	Q9QV57	Q9QV57;	"[Complement component C3-derived neutrophil chemotactic factor-2, (Fragment).]"		Rattus norvegicus (Rat).
2809	05-Dec-02	wehi	Q9QV58	Q9QV58;	"[Complement component C3-derived neutrophil chemotactic factor-1, (Fragment).]"		Rattus norvegicus (Rat).
2810	05-Dec-02	wehi	Q9QWR4	Q9QWR4;	Complement component C4 (Fragment).	C4.	Mus musculus (Mouse).
2811	05-Dec-02	wehi	Q9QXT7	Q9QXT7;	Complement component 6.	C6.	Mus musculus (Mouse).
2627	05-Dec-02	wehi	Q9R3S5	Q9R3S5;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2637	05-Dec-02	wehi	Q9R3T2	Q9R3T2;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2643	05-Dec-02	wehi	Q9R419	Q9R419;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2631	05-Dec-02	wehi	Q9RML0	Q9RML0;	Hemolysin.	HLYA.	Vibrio cholerae.
2630	05-Dec-02	wehi	Q9S4R8	Q9S4R8;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2644	05-Dec-02	wehi	Q9S4R9	Q9S4R9;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2635	05-Dec-02	wehi	Q9S4S0	Q9S4S0;	Truncated hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2626	05-Dec-02	wehi	Q9S4S1	Q9S4S1;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2639	05-Dec-02	wehi	Q9S4S2	Q9S4S2;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2638	05-Dec-02	wehi	Q9S4S3	Q9S4S3;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2634	05-Dec-02	wehi	Q9S4S4	Q9S4S4;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2640	05-Dec-02	wehi	Q9S4S5	Q9S4S5;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2645	05-Dec-02	wehi	Q9S4S6	Q9S4S6;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2629	05-Dec-02	wehi	Q9S4S7	Q9S4S7;	Truncated hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2812	05-Dec-02	wehi	Q9TSW9	Q9TSW9;	Complement component 5 (Fragment).	C5.	Canis familiaris (Dog).
2826	05-Dec-02	wehi	Q9TW13	Q9TW13;	PROTEOPHOSPHOGLYCAN.	PPG2.	Leishmania mexicana.
2829	05-Dec-02	wehi	Q9U1G0	Q9U1G0;	Proteophosphoglycan.	PPG2.	Leishmania mexicana.
2813	05-Dec-02	wehi	Q9UGI4	Q9UGI4;	Complement component 9 precursor (Fragment).	C9.	Homo sapiens (Human).
2814	05-Dec-02	wehi	Q9UM89	Q9UM89;	"[ZA (Region between exons 35 and 36 of the complement component C4, ge).]"	ZA.	Homo sapiens (Human).
2676	05-Dec-02	wehi	Q9X4W2	Q9X4W2;	RtxA protein.	RTXA.	Vibrio cholerae.
2679	05-Dec-02	wehi	Q9X4W4	Q9X4W4;	RtxB protein.	RTXB.	Vibrio cholerae.
2685	05-Dec-02	wehi	Q9X4W5	Q9X4W5;	RTXD protein (RTX toxin transporter).	RTXD OR VC1447.	Vibrio cholerae.
2697	05-Dec-02	wehi	Q9X581	Q9X581;	"NATC (TOLC protein) (Secretion protein, putative)."	NATC OR TOLC OR NMB1737.	"[Neisseria meningitidis, and, Neisseria meningitidis (serogroup B).]"
2642	05-Dec-02	wehi	Q9XCZ9	Q9XCZ9;	Hemolysin (Fragment).	HLYA.	Vibrio cholerae.
2677	05-Dec-02	wehi	Q9XDI1	Q9XDI1;	Structural toxin protein RtxA.	RTXA.	Legionella pneumophila.
2827	05-Dec-02	wehi	Q9Y075	Q9Y075;	Proteophosphoglycan (Fragment).	PPG1.	Leishmania major.
2828	05-Dec-02	wehi	Q9Y076	Q9Y076;	Proteophosphoglycan precursor (Fragment).	PPG1.	Leishmania major.
2651	05-Dec-02	wehi	Q9ZM83	Q9ZM83;	Putative hemolysin.	HLYA OR JHP0339.	Helicobacter pylori J99 (Campylobacter pylori J99).
2669	05-Dec-02	wehi	RT31_ACTPL	P55130;	"[RTX-III toxin determinant A from serotype 2 (APX-IIIA) (Cytolysin, IIIA) (CLY-IIIA).]"	APXIIIA OR CLYIIIA OR RTXA OR PTXA.	Actinobacillus pleuropneumoniae (Haemophilus pleuropneumoniae).
2670	05-Dec-02	wehi	RT32_ACTPL	P55131;	"[RTX-III toxin determinant A from serotype 8 (APX-IIIA) (Cytolysin, IIIA) (CLY-IIIA).]"	APXIIIA OR CLYIIIA OR RTXA OR PTXA.	Actinobacillus pleuropneumoniae (Haemophilus pleuropneumoniae).
2678	05-Dec-02	wehi	RT3B_ACTPL	Q04473;	"[RTX-III toxin determinant B (Toxin RTX-III secretion ATP-binding, protein) (APX-IIIB) (Cytolysin IIIB) (CLY-IIIB).]"	APXIIIB OR CLYIIIB OR RTXB.	Actinobacillus pleuropneumoniae (Haemophilus pleuropneumoniae).
2681	05-Dec-02	wehi	RT3C_ACTPL	Q04474;	"[RTX-III toxin-activating lysine-acyltransferase apxIIC (EC 2.3.1.-), (RTX-III toxin determinant C) (APX-IIIC) (Cytolysin IIIC) (CLY-IIIC), (Toxin RTX-III activating protein C).]"	APXIIIC OR CLYIIIC OR RTXC.	Actinobacillus pleuropneumoniae (Haemophilus pleuropneumoniae).
2684	05-Dec-02	wehi	RT3D_ACTPL	Q08633;	"[RTX-III toxin determinant D (APX-IIID) (Cytolysin IIID) (CLY-IIID), (Toxin RTX-III secretion protein D).]"	APXIIID OR CLYIIID OR RTXD.	Actinobacillus pleuropneumoniae (Haemophilus pleuropneumoniae).
2682	05-Dec-02	wehi	RTXC_VIBCH	Q9X4W3; Q9JQ03;	Cytolysin-activating lysine-acyltransferase rtxC (EC 2.3.1.-).	RTXC OR VC1450.	Vibrio cholerae.
2625	05-Dec-02	wehi	TACY_LISMO	P13128; Q48747; Q57096; Q57206;	Listeriolysin O precursor (Thiol-activated cytolysin).	HLY OR LISA OR HLYA OR LMO0202.	Listeria monocytogenes.
2686	05-Dec-02	wehi	TOLC_ECOLI	P02930;	Outer membrane protein tolC precursor.	TOLC OR MTCB OR MUKA OR REFI OR B3035.	Escherichia coli.
2687	05-Dec-02	wehi	TOLC_SALEN	Q54001;	Outer membrane protein tolC precursor.	TOLC.	Salmonella enteritidis.
2688	05-Dec-02	wehi	TOLC_VIBCH	Q9K2Y1;	Outer membrane protein tolC precursor.	TOLC OR VC2436.	Vibrio cholerae.
